"Chinese.origin.data","Google.translated.data","Google.Chinese.sentiment.analysis.score.base.on.Chinese.origin.data.","Google.English.sentiment.analysis.score.base.on.Google.translated.data."
"我觉得还不错 最后一段虽然和整个电影的风格不搭 但是也让我们看到了现实的惨不忍睹","I think it is not bad The last paragraph although not with the style of the movie but also let us see the reality of the appalling",0.600000024,-0.800000012
"我觉得还行啊，为什么评价这么不好，和女朋友去的","I think it's okay, why evaluation is so bad, go with girlfriend",0.600000024,-0.600000024
"我还是适合俗一点的电影","I still fit the vulgar movie",0.800000012,-0.800000012
"我还记得全寝室一起去看的，还是我自己推荐的，看的过程各种尴尬。不知道你们推荐一群人看了部烂片是什么感觉","I still remember the whole bedroom to see together, or my own recommendation, look at the process of embarrassment. I do not know what you recommend a group of people read the bad films feel",0.600000024,-0.800000012
"所有不好笑的喜剧都是耍流氓！","All funny comedy is playing rogue!",-0.899999976,0.899999976
"所有故事全部脱节，要是按小品标准勉强合格，整成电影来赚钱有点说不过去，最后一段是个怎么回事！","All the stories are all out of line, if the standard by barely qualified, into a movie to make money a little unspeakable, the last paragraph is a matter how!",0.600000024,-0.899999976
"打发打发时间还行，没有期待就不觉得失望。","Sent to pass the time to run, do not expect to feel disappointed.",0.699999988,-0.600000024
"技穷的感觉","Poor feeling",0.600000024,-0.800000012
"抛开那么多广告植入来说，台词很深刻，没事干的时候看看还是不错的","Put aside so much ad implants, the lines are very deep, nothing to see when it is good to do",0.600000024,-0.699999988
"抱歉的是，甲方乙方是我心目中最完美的内地电影，这部甲方乙方续集整出来完全就是糟蹋冯小刚精神的精髓，看完之后我十分庆幸自己没有为了华谊兄弟贡献票房。","Regret is that Party B is the most perfect movie in my mind the mainland, the second part of Party A sequel to completely out is the essence of the spirit of Feng Xiaogang, after reading I am very fortunate that I did not contribute to the box office Huayi Brothers.",-0.899999976,0.600000024
"抱着很大的期望，结果只能让人失望。。。","With great expectations, the result can only disappoint. . .",-0.899999976,0.899999976
"拉一拉分吧，泼黑水的人我有点不懂","Pull a pull points, blackened people I do not understand",0.600000024,-0.699999988
"拍着玩儿呢感觉，最后一段真闷","Pat feeling playing, the last paragraph really boring",0.699999988,-0.699999988
"拼凑感很强，有些剪辑、情节很突兀，另外冯导，咱这广告做的也太硬了吧？","A strong sense of a piecemeal, some clips, the plot is very unexpected, the other Feng guide, we ads do too hard, right?",0.800000012,-0.699999988
"拼凑起来留有裂纹的样子。","Piece together to leave a cracked look.",0.699999988,-0.699999988
"挺乐呵的，哪有那么烂啊！","Very happy, how so bad!",-0.899999976,0.800000012
"挺可乐哒。","Very cola da.",0.600000024,-0.600000024
"挺多烂哏","Very rotten 哏",0.600000024,-0.899999976
"挺奇怪这片为啥被吐槽成这样，并且没敢去电影院看，终于等来高清版看完发现真心还不错啊，除了前20分钟节奏很慢，往下越来越不错，反贪，楼价，俗雅观，环境污染，难得的批判现实主义，骂的过瘾，很久没有这样主题的片子了，导演真敢拍，编剧真敢写，演员真敢演，冲这就得好评","Very strange why this was Tucao into such a case, and did not dare to go to the cinema to see, and finally wait until the HD version of really good after reading, ah, except the first 20 minutes rhythm is very slow down more and more good, anti-corruption, property prices , Vulgar and elegant view, environmental pollution, rare critical realism, cursing fun, for a long time there is no such theme film, the director really dare to shoot, the writer really dare to write,",0.699999988,-0.800000012
"挺好呀，不明白不爱看的还想看什么","Very good, do not understand do not want to see what you want to see",-0.600000024,0.600000024
"挺好的 没有大家说的那么烂吧 还是能有点感触的 笑点不够多。","Very good, we did not say so bad or it can feel a little jokes enough.",-0.600000024,0.899999976
"挺好的电影，为什么评分这么低？","Very good movie, why the score is so low?",-0.699999988,0.800000012
"挺好的电影，为毛被批成这样。","Very good movie, this is approved for the hair.",-0.699999988,0.800000012
"挺好的电影被后座那个神烦的剧透女给毁了 心情毁的透透的","Very good movie was the back seat of the god of death through the spoiled woman destroyed ruined penetrating",-0.600000024,0.600000024
"挺接地气儿的~看着乐呵就行了，观众们没必要那么矫情要求什么高大上","Very grounded children - look at the music on the line, the audience did not need so hypocritical",0.600000024,-0.600000024
"挺有讽刺意味的电影 宋丹丹擦脸上的妆的时候我心里挺酸的 最后的道歉挺诚意的 不管你觉得怎么样 我觉得还行 4颗星","Very ironic movie Song Dandan wipe his face makeup when I was very sour last apology very sincere no matter what you think I think it OK 4 stars",0.800000012,-0.800000012
"挺符合小刚的风格，票房不好反应不佳就骂观众骂领导，第一个故事还不错。","Very in line with the style of Xiaogang, poor response at the box office scolded the audience curse leaders, the first story is not bad.",0.899999976,-0.899999976
"挺逗挺扯","Pretty funny",-0.800000012,0.899999976
"搞不懂为何评分这么低，这电影还算不错，最后宋丹丹的那一段很感人。","Do not understand why such a low rating, the movie is not bad, the last paragraph of Song Dandan very moving.",0.699999988,-0.600000024
"搞不通，不晓得为什么分这么低，挺好，我艹完全比扫毒毒战什么的好看啊，fk","Get out of nowhere, I do not know why the points are so low, very good, I 艹 completely better than anti-drug war ah, fk",-0.800000012,0.600000024
"搞笑片看着一般吧","Funny movie watching it",-0.699999988,0.600000024
"支离破碎和俗不可耐都在意料之中，关键还一点都不可乐，最后的朗诵更是一身鸡皮疙瘩。","Fragmented and vulgar are expected, the key is not even more cola, the final recitation is a goose bump.",0.899999976,-0.600000024
"故事很扯，结局烂尾","The story is very drastic, the outcome of the incident",0.699999988,-0.600000024
"故事情节一般，惜最后烂尾了。","The story is in general, but finally the last rotten.",0.600000024,-0.600000024
"故事感觉不是很连贯 三观还是很正的 最后一段故事挺感动的 特别是音乐一出来 很想哭","The story is not very coherent three view or very positive last paragraph of the story is very moving, especially the music came out crying very much",0.899999976,-0.899999976
"故事的寓意明显，但是整个电影剧情安排都太一般了，喜剧效果也差强人意","The moral of the story is obvious, but the movie's plot is too general, the comic effect is also unsatisfactory",0.699999988,-0.899999976
"故事编剧有点大杂烩的生涩感 尤其末了突然出现的道歉日 关注社会的意到了 但正能量的有点虚","Story hilarious hodgepodge of a bit chopsticks in particular the end of a sudden apology day concerned about the community but the positive energy is a bit empty",0.899999976,-0.600000024
"故事衔接不好 没有连贯性 就像看了三个毫无关系的小故事 最后一段环保的接的突兀 不过插曲不错","The story is not good cohesion is not consistent with the read like three unrelated story of the last paragraph of the environmental protection of the unexpected But the episode is not bad",0.800000012,-0.800000012
"故事还可以，事先听说是白百合和李小璐在便断定必然很烂，但是觉得故事的设定很有意思，王朔的剧本还是不错的～看完觉得白百合长得还可以，可还是没好感，李小璐以前多清纯一妹子，没想到都能演色诱戏了","The story is OK, I heard in advance is Bai Lily and Li Xiaolu in determining the inevitable sucks, but I think the story is very interesting set, Wang Shuo's script is still good ~ After reading that white lily grows okay, but still does not feel good, Li Xiaolu ago More pure a sister, did not expect to be able to play color lure",0.800000012,-0.800000012
"故事都没有给我惊喜，也可能是我期待太高了。","The story did not give me a surprise, it may be that I look forward to too high.",0.800000012,-0.600000024
"故事零散、没有连贯性，几个猪脚要是有内在交织的感情故事会更好一些。","Stories scattered, there is no continuity, a few pigs if there is an introverted feelings of the story will be better.",0.600000024,-0.899999976
"整个下来确实没什么笑点 不过我这五分给王朔 我理解他的良苦用心","The whole down is really no point but my five points to Wang Shuo I understand his good intentions",0.600000024,-0.800000012
"整个剧情比较一般，尤其结尾部分，有点莫名其妙，让人看得似懂非懂。","The plot is more general, especially the ending part, a bit baffling, people seemingly understand.",0.699999988,-0.699999988
"整体笑点不够，最后来了一大段环保教育片儿，实在让人无语","The overall lack of laughter, and finally came a large section of environmental education film, it makes people speechless",-0.800000012,0.600000024
"整体还不错，感觉最后每个人的独白都太苍白了，导演不够用心表达","Overall not bad, feeling the last monologue everyone is too pale, the director expressed intentions",0.899999976,-0.600000024
"断网了第三次来看，终于看进去了……","Broken the third time, finally looked into the ... ...",0.899999976,-0.800000012
"新版甲方乙方，典型的冯氏电影，典型的葛大爷喜剧。","The new version of Party B, a typical Feng film, a typical Ge uncle comedy.",-0.899999976,0.800000012
"无聊 但是最后一段 道歉的主题还好","Boring but the theme of the last paragraph of apology okay",0.800000012,-0.899999976
"无聊，快要睡着，不过白百合还是挺美的","Boring, almost asleep, but white lily is still pretty",0.899999976,-0.800000012
"无聊的拼凑，再次暴露了冯导的缺陷，要表达主题，但是表达手法如同小学生写作文","Boring patchwork, once again exposed Feng's defects, to express the theme, but the expression of style as a pupil writing",0.800000012,-0.800000012
"无论从技巧，还是故事叙述，冯小刚已经落伍了","In terms of skills, or narrative, Feng Xiaogang has been out of date",0.899999976,-0.600000024
"无论剧情是不是俗套， 总是看到了现实，初衷还是好的，不黑，给赞","Whether the story is stereotypes, always see the reality, the original intention is good, not black, give like",0.899999976,-0.600000024
"无语","Speechless",-0.699999988,0.800000012
"无语…","Speechless ...",-0.800000012,0.800000012
"无语中","Speechless",-0.699999988,0.800000012
"无语了","Speechless",-0.699999988,0.800000012
"无语了我都。。。","I have speechless. . .",-0.800000012,0.800000012
"无语凝咽","Speechless condensate",-0.699999988,0.800000012
"无语啊~","Speechless ah ~",-0.699999988,0.800000012
"无语的电影","Speechless movie",-0.800000012,0.800000012
"明明是搞笑片最后弄成了教育片","Obviously comedy finally made into education films",-0.800000012,0.899999976
"昨天刚看了私人定制，感觉故事是不错，而且作为贺岁片能做到让观众既能哭又能笑也算成功了，还有啊，作为电影，确实还需要讲究一些叙事手法或者是结构层次的问题，不同的人看到的层面不一样，这部电影在叙事上确实有些生硬，特别最后那一段儿有点像公益广告啊，跟前面有点接不上，总体来说可以算是及格","Yesterday just saw a custom, I feel the story is good, but also as a New Year film can make the audience both cry and laugh can be considered successful, and ah, as a movie, really need to pay attention to some narrative tactics or structure level Different people see the level is not the same, the film is indeed blunt in narrative, especially the last paragraph is a bit like a public service ads ah, a little behind with the front, on the whole can be regarded as passing",0.899999976,-0.600000024
"是没那么好看，不至于啊，骂成那样。。","Is not so good-looking, not ah, scolded into that. .",0.600000024,-0.899999976
"是真的俗 但是损的也真的到位 现实要比电影膈应人的多","Really vulgar but detrimental to the reality of reality than the film diaphragm should be more people",0.800000012,-0.800000012
"景美人靓，情节呢，只能是四个字，惨不忍睹！","King beautiful scenery, plot it, only four words, appalling!",0.800000012,-0.899999976
"最为一部电影有所欠缺，作为一部宣传片确实与众不同！","Most of the films are lacking, as a promo indeed different!",0.600000024,-0.699999988
"最俗影片奖，冯导这么会讲故事的人把个故事讲得这么支离破碎，深表遗憾","The most popular film award, Feng guide so storyteller story so fragmented, deeply regrettable",0.600000024,-0.800000012
"最后一个道歉篇，谁能说是不好的呢","The last piece of apology, who can say is not good yet",0.600000024,-0.800000012
"最后一段有点做作，如果宋丹丹走进可怜的巷子然后再加个简单的结尾就好了。","The last paragraph is a bit contrived, if Song Dandan walked into poor alley and then add a simple end just fine.",0.899999976,-0.699999988
"最后太作了，故事编的圆不起来了吧，还是想猛灌心灵鸡汤","The last is too made, the story of the series can not be round it, or want to fierce soul chickens soup",0.600000024,-0.600000024
"最后影片快结束那点感谢天感谢地是干什么啊，简直莫名其妙，凑时间用的？","Finally, the end of the movie that thank God Thank you for what ah, simply inexplicable, together with time?",-0.699999988,0.800000012
"最后煽情的莫名其妙……","The last sensational inexplicable ......",-0.699999988,0.600000024
"最后环保的广告太突兀了吧","The last green ads too abrupt it",0.600000024,-0.800000012
"最后的升华太突兀，好似秃顶多年的人一夜之间长了一头头发","The final sublimation too abrupt, as bald people for many years long hair",0.600000024,-0.600000024
"最后的大草原很震撼 可是我跟爸爸一起去看的 但是他却公然在电影院打呼 真相装不认识他","The last prairie is very shocking, but I went to see with my dad, but he was openly in the cinema to understand the truth does not recognize him",0.699999988,-0.800000012
"最后的正能量宣传短片出现的真是莫名其妙=_=","The last positive energy video appears really baffling = _ =",0.899999976,-0.800000012
"最后的道歉也太突兀了好么 升华主题也得和前面的剧情相关啊！","The last apology is too abrupt So what sublimation theme has to do with the previous plot ah!",0.800000012,-0.899999976
"最后的道歉很矫情啊，和电影貌似没什么关系","The last apology is very hypocritical, and the movie does not seem to matter",0.600000024,-0.899999976
"最后道歉段 还是被感动 ....","The last paragraph of apology was touched ....",0.899999976,-0.800000012
"最后那段太突兀了","The last paragraph is too abrupt",0.600000024,-0.699999988
"最后那段真是无语了，还真印证了那句，水平不够情怀来凑","The last paragraph is really speechless, and really confirmed the phrase, the level of feelings to Minato",-0.899999976,0.699999988
"最好想高雅，手法简单粗暴，不如宫崎骏。","Best to elegant, simple and crude manner, not as Hayao Miyazaki.",-0.600000024,0.899999976
"最近几年对冯小刚的电影都没什么感冒，不是冯小刚的电影不行了，而是现在的观众太挑剔、太不能入戏、太低能了，动不辄就好莱坞的无脑无剧情的科幻大片，对类型片、剧情片更是贬低的一无是处，到最后就是国产无好电影。","In recent years, Feng Xiaogang's movies are not caught any cold, not Feng Xiaogang's movies, but now the audience is too critical, too can not enter the theater, too low energy, at every turn on Hollywood's brainless science fiction blockbuster, right Types of films, feature films are devalued nothing, to the end is made without good movies.",0.800000012,-0.699999988
"有一些片段还算不错，不至于无聊的看不下去，不过结尾的环保鸡汤真是莫名其妙","There are some sections fairly good, not boring can not stand it, but the end of the environmental chicken soup really baffling",0.600000024,-0.699999988
"有些做作，批判现实不代表要把话讲明了，这样显得很说教，另外，主题过渡得很突兀！","Some contrived, critical reality does not mean that the words should be stated, it is very preaching, in addition, the theme of the transition is very unexpected!",0.699999988,-0.699999988
"有些台词听起来挺拧的，片子还是有意思的。","Some lines sound quite screwed, the film is still interesting.",0.699999988,-0.699999988
"有几个段落还可以，放在一起太乱了||就当这最后是对观众的道歉吧。","There are several paragraphs can be, put together too messy || Just when this last is an apology to the audience it.",0.699999988,-0.699999988
"有几段太像小品了","Some paragraphs are too sketchy",0.699999988,-0.699999988
"有史以来，看过最差的一部电影。","The worst movie ever seen.",0.600000024,-0.899999976
"有惊喜有细节，但是你这么嘲讽群众，啊不对，是嘲讽了所有人，是不是不太合适啊。","There are surprises and details, but you are so ridiculing the masses, that's not true, it's ridiculous to everyone, is it not appropriate?",0.600000024,-0.800000012
"有深度的调侃","Depth of ridicule",0.800000012,-0.800000012
"有点主题，但太过隐晦，拼凑的画面总是不那么给人好感","A little theme, but too obscure, piecing together the picture is always not so good",0.800000012,-0.600000024
"有点鸡肋，剧本写的没有新奇，网上有很多相似的段子，而且比电影好，更像是春晚小品相声大杂烩","A bit tasteless, there is no novel written script, there are a lot of similar paragraphs online, and better than the movie, more like the Spring Festival Evening Pieces crosstalk hodgepodge",0.699999988,-0.800000012
"有用幽默讲深道理的心，但没那个能力","There is humorous truth, but not that ability",0.800000012,-0.600000024
"有笑点人也看的舒服但是就是觉得很荒唐!","Some people have fun laughing but also find it very absurd!",0.699999988,-0.699999988
"有笑点但是很平庸啊。","A little fun but mediocre ah.",0.600000024,-0.699999988
"有那么差么 相比爸爸去哪儿 这好歹是一部真正的电影","There is so bad compared to where my father go anyhow, is a real movie",0.800000012,-0.600000024
"朔爷出山，你大爷永远是你大爷","Shuo Ye Hill, your uncle will always be your uncle",-0.800000012,0.600000024
"朔爷真贫在某年代比如和青春有关的日子是那么合适宜，而放在当今有点英雄暮年的意思。白日梦还是不够做的，一直在考虑订制得花多少钱啊，最后一幕的草原真实的让人害怕","Father really poor at a certain age, such as youth-related days is so appropriate, but on the meaning of a little hero today. Daydreaming is not enough, has been considering how much custom made ah, the last scene of the real terrible grasslands",0.600000024,-0.600000024
"期待越多，落差越大","Expect more, the greater the drop",-0.699999988,0.600000024
"期望不高所以摔得不重，都有苦处，别嘴不饶人了，人怎么着也算传达正能量了来着","So low expectations are not heavy, have hardship, do not mouth not forgiveness, and how people are considered to convey positive energy came",0.800000012,-0.600000024
"本子太差，想幽默包袱不够，想玩点感动泪点不足，最后想深度一把，狗尾续貂","The book is too bad, want to humorous enough burden, want to play point moved tears enough, finally want a depth,",0.899999976,-0.699999988
"本想好好吃顿羊肉串，结果店家端上一盘大丰收，扔了一碟酱，再没人影了，得了，您自己动手吧","This would like to eat delicious lamb skewers, the result of a store on the end of a bumper crop, throwing a sauce, no more shadow, got it, do it yourself",-0.699999988,0.699999988
"本来不想相信大家的评论的，但是很遗憾，我错了。","I did not want to believe everyone's comments, but unfortunately, I was wrong.",0.699999988,-0.699999988
"本来想上来给个好评的，忽然想到片头有个博君一笑，我发现我没笑 - -","Originally wanted to come up with a praise, suddenly thought of a Bo Jun piece titles smile, I found I did not laugh -",0.800000012,-0.600000024
"本来陪老妈看得她挺乐呵，突然来首歌，把老妈弄哭了，一星差评！","Had to accompany her mother saw her very happy, suddenly to the song, the mother get crying, a bad review!",-0.600000024,0.699999988
"李小璐的咪咪葛优的牙，白百合的演技烂到家，还有个男的不认识，谁看谁是大傻瓜。","Li Xiaolu Mimi Ge excellent teeth, white lily acting bad home, there is a man does not know who see who is a fool.",-0.899999976,0.600000024
"李成儒我这么尊敬的演员 居然混这片一个星给你的 哭坟那段我乐了 给一星","Li Chengru I am so respectable actor actually mixed piece of this piece to your crying grave that I am happy to give a star",-0.699999988,0.600000024
"枉费我如此期待。","Wasting I look forward to so.",0.600000024,-0.600000024
"歌不错 剧情有些牵强","The song is not a good story some far-fetched",0.899999976,-0.800000012
"正楷这小子演技不错，不过感觉跟文章一个德行，这片子吧，纯属扯淡","This is a block letter play good acting, but feel a virtue with the article, this film is pure nonsense",0.699999988,-0.699999988
"段子不够新鲜啦，但是诚意还是满满的","The pieces are not fresh enough, but sincerity or fullness",0.699999988,-0.699999988
"段子不够经典，情节不够离奇，感情不够狗血，笑点不够逗，看了像没看","Paragraph not classic enough, the plot is not enough bizarre, not enough blood dog feelings, not enough funny laugh, looked like no look",0.800000012,-0.899999976
"段子电影，上限一般不会很高，下限倒是不会太低，好歹能逗个乐，也仅仅能逗个乐","Segment movies, the ceiling is generally not high, the lower limit will not be too low, whatever the outcome can make a fun, but also just a fun",-0.699999988,0.699999988
"每一个小部分都有寓意 挺贴近生活反映社会现实的 但个人真的不喜欢这种几个小故事拼在一起的类型 就像不喜欢短篇小说集一样","Every small part has an allegory that is close to life and reflects the social reality, but the type that individuals really do not like to spell these few stories together is like disliking short stories",0.699999988,-0.800000012
"每个人的审美不一样，博君一笑足矣，最后草原那一段是真的，而且事实更残酷，希望大家能关注。","Everyone's aesthetic is not the same, Bojun smile enough, the last step is that grassland, and the fact is more cruel, I hope everyone can pay attention.",0.800000012,-0.600000024
"每次一听说是烂片我就特好奇，肯定要去看，对不住某位同学了，哈哈","Every time I heard it was a lousy movie I was curious, I am sure I have to go see, I'm sorry, a classmate, haha",0.699999988,-0.699999988
"每种人生都有不如意的地方，享受自己的日子吧。","Every life has unpleasant place to enjoy their own day now.",0.600000024,-0.800000012
"比小时代更烂的大片总算出炉了","More rotten than the era of large movies finally baked",0.899999976,-0.699999988
"比当年的甲方乙方差远了，看在葛大爷的面子上给个三星","Party B far worse than the current year, see the face of Ge uncle to a Samsung",0.600000024,-0.800000012
"比较俗的一部电影","A more vulgar movie",0.800000012,-0.699999988
"比较喜欢看李小璐扮丑。。","More like to see Li Xiaolu play ugly. .",0.800000012,-0.600000024
"比较失望，煽情的部分来得太猛，感觉像是只为了推荐一首感人的歌曲，被歌感动了，剧情嘛乱七八糟的。","More disappointed, sensational part came too fierce, feels like just to recommend a touching song, touched by the song, the story is a mess.",0.800000012,-0.800000012
"毕竟艺术注定是一条不被理解的道路。","After all, art is doomed to be an unacceptable road.",0.800000012,-0.899999976
"毫无意义的废话口水电影","Meaningless nonsense saliva movies",0.600000024,-0.899999976
"毫无诚意，东拼西凑，拿肉麻当有趣","No sincerity, patchwork, take nauseating fun",0.899999976,-0.899999976
"毫无诚意的作品，炒自己的冷饭，有意思么？","No sincerity of the work, fried their own cold meal, interesting?",0.699999988,-0.800000012
"水平确实下降了，深度不够，照葫芦画瓢还是甲方乙方的路子，每个话题都比较浅。","The level really declined, the depth is not enough, according to gourd painting scoop or party B's path, each topic is relatively shallow.",0.699999988,-0.800000012
"江郎才尽，对不住我的电影票，虽然电影票也没花钱","Jiang Lang just do, could not hold my movie ticket, although the movie ticket did not spend money",0.699999988,-0.699999988
"沒興趣評的高大上影片","Not interested in high on the film",0.600000024,-0.800000012
"没什么太出彩的但是挺有意思 第二段算把电影观众骂了个狗血喷头？","Nothing too brilliant, but very interesting second paragraph count the movie audience scolded a bloody head?",0.800000012,-0.600000024
"没什么特别的笑点，唯一觉得不错是最后。","Nothing special jokes, the only thing that is good is the last.",0.800000012,-0.600000024
"没出来 很失望","Not disappointed",-0.899999976,0.699999988
"没功劳也有苦劳，不过最后一段道歉实在太呆了…","No hard work, but the last paragraph apology is too dumb ...",0.600000024,-0.899999976
"没劲!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","Impeccable !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!",-0.600000024,0.899999976
"没啥笑点，最后还有点不伦不类的感觉","No laughable point, the last point of feeling neither fish nor fowl",0.600000024,-0.800000012
"没啥笑点，纯属消遣。","Nothing laughable, purely pastime.",0.699999988,-0.699999988
"没太失望、（全寝）","Not too disappointed, (full sleep)",-0.699999988,0.600000024
"没影评的那么差，第二个故事本来期望能有很劲爆的讽刺效果出来，结果还是很内敛。","No criticism so bad, the second story would have expected the world's most satirical effect, the result is very introverted.",-0.800000012,0.800000012
"没想象中的差，但结构上有点不匀称，故事也真他妈荒诞了点，但黑得漂亮，赞一个","Did not imagine the poor, but the structure is a bit uneven, the story is really damn absurd point, but the black is pretty, like a",0.899999976,-0.699999988
"没想象中那么差，笑点没那么多并且不是很高罢了，总体反应了一些社会普遍现象，还行。","Did not imagine so poor, not so much jokes and not very high fills, the overall response to some social phenomenon, okay.",0.800000012,-0.600000024
"没找到感动点","Did not find moving point",0.600000024,-0.600000024
"没有以前的电影好看，另外故事没有主题，后面说教太多","No previous movie look good, the other story has no theme, behind the preaching too much",0.800000012,-0.800000012
"没有当时热度及期待好看","Did not heat and look good at that time",0.800000012,-0.699999988
"没有想像的惊艳，想要隐喻太多，反而导致各个环节力不从心","Unimaginable amazing, want too much metaphor, but lead to all aspects of powerless",-0.899999976,0.600000024
"没有想象的烂，就冲葛大爷和宋丹丹这票就值了","Did not imagine the bad, on the red uncle and Song Dandong vote worth",-0.899999976,0.699999988
"没有想象的精彩，不如非诚勿扰。","Did not imagine the wonderful, it is better if you're the one.",-0.699999988,0.600000024
"没有最后半个小时也许可以给个三星，尽管丹姐把眼泪催了出来","No last half an hour may be able to give a Samsung, although Dan sister reminded tears",0.699999988,-0.600000024
"没有点评的那么差'四星","No comment so bad 'four stars",-0.600000024,0.699999988
"没有特殊，不习惯低评价，但这片子除了葛大腕和几处美景以及实现观者做白日梦的权利，实在没看懂","No special, not used to low evaluation, but this film in addition to the biggest names and a few beauty and the realization of the viewer daydreaming right, really did not understand",0.800000012,-0.600000024
"没有甲方乙方好看，喜欢郑恺。","Party B is not a good-looking, like Zheng Kai.",0.600000024,-0.600000024
"没有让我失望，一贯的接地气，而且这次特别给力，葛优越来越有人文气息了，再看他的喜剧会不会有些违和感呢~~话说，我得补补王朔的作品了，~北京味十足~~","Did not let me down, has always been grounded, and this particular force, Ge You more and more human flavor, look at his comedy will be some sense of non-sense ~ ~ Saying, I have to make up for Wang Shuo's work ~ ~ Beijing flavor full ~ ~",0.699999988,-0.600000024
"没有那些职业影评人说的那么糟糕，我觉得一部影片，能给观众带来带来收获，带来思考，喜剧片能给观众带来欢笑就是好样的。","Not so bad as those professional film critics say, I think a movie that brings a lot to the audience, brings about reflection, and a comedy that makes the audience laugh is good.",-0.800000012,0.600000024
"没有非诚勿扰1好看，最后的道歉单元还是挺感人的","If you are the one and do not look good, the last of the apology unit is quite touching",0.899999976,-0.800000012
"没有高潮，寓意不错，最后一段像是公益广告。","No climax, meaning good, the last paragraph like a public service ads.",0.600000024,-0.800000012
"没期待的好看","Did not look good",0.800000012,-0.800000012
"没甲方乙方好，有点乱，就是评分太低，就打个五分平衡一下。","Party B is not a good, a bit chaotic, that is, the score is too low, hit a five-point balance.",0.800000012,-0.699999988
"没甲方乙方好看  在电影院看小品的节奏","Party B is not good looking at the cinema in the rhythm of sketches",0.899999976,-0.699999988
"没甲方乙方好看，王朔也老了。","Party B is not looking good, Wang Shuo is also old.",0.600000024,-0.600000024
"没甲方乙方有意思，当成苏州宣传片看还可以","Party B is not interesting, as can be seen as a promotional video in Suzhou",0.600000024,-0.699999988
"没甲方乙方牛逼吧，但这评分也有点太惨了。","Not a party B Niubi it, but this rating is a bit too miserable.",0.600000024,-0.699999988
"没看的千万别因为好奇心去看","Do not look because of curiosity to see",0.600000024,-0.699999988
"没看过甲乙丙丁 挺喜欢私人订制的","Did not read a methyl ethyl propyl Ding really like private custom",0.899999976,-0.600000024
"没看过甲方乙方看的 几个小故事串在一起 感觉蛮好的 就是最后扣主题有些牵强 恶心自己成全别人","A party B did not read a few stories to see together a few strings feel fine is the last buckle subject some nausea themselves into others",0.600000024,-0.699999988
"没笑 觉得剧本还不错","Did not laugh that the script is not bad",0.800000012,-0.600000024
"没笑过贺毛岁，如果能给负分就好了","Did not laugh hair years old, if we can give a negative score just fine",0.600000024,-0.899999976
"没评价得那么差，混混时间还是不错的。","Did not evaluate so poor, bully time is good.",0.600000024,-0.600000024
"没诚意的电影，导演终于凑够了2个小时","Not sincere movie, the director finally got enough 2 hours",0.699999988,-0.600000024
"没那么差啊，总比什么澳门风云高两个档吧","Not so bad, ah, what better than what two high profile Macau it",-0.600000024,0.699999988
"没那么烂，但至少不失望。","Not so bad, but at least not disappointed.",-0.600000024,0.699999988
"没那么烂，比春晚好","Not so bad, better than the Spring Festival Gala",-0.800000012,0.800000012
"没那么烂啦，只是不够好就是了","Not so bad, just enough good enough",-0.800000012,0.600000024
"浮华原就是一场白日梦；电影就是一门低俗的艺术。","Flashy is a daydream; the film is a vulgar art.",0.600000024,-0.800000012
"满剧充斥噱头讽刺黑色幽默 冯导毫无诚意之作","Full play gimmick satirical black humor Feng guide no sincerity for the work",0.800000012,-0.800000012
"炒冷饭，看王朔江郎才尽犹如看到美人迟暮般令人悲叹。","Fried fried rice, see Wang Shuo Jiang Lang just do as if to see the beauty of the twilight as deplorable.",0.800000012,-0.899999976
"烂总：私人定制7分，满分100分。","Rotten total: private custom 7 points out of 100 points.",0.600000024,-0.800000012
"烂死 最后一堆道歉衔接不畅 好牵强的感觉 赞的是时间都去哪了这首歌和宋丹丹","The last pile of ailment apologize poorly poor far-fetched feeling like this is where the time went to this song and Song Dandan",0.899999976,-0.899999976
"烂片，不过更喜欢白百合了","Bad film, but more like white lily",0.800000012,-0.600000024
"烂片，结尾向自然道歉还可以。","Rotten film, the end of the natural apology can be.",0.600000024,-0.800000012
"烂片一部，没有完整的故事，就是3部春晚小品凑在一起，以后不会去看这种为了贺岁而贺岁的片了。","A bad film, there is no complete story, that is, three Spring Festival Pieces get together, will not see this for Lunar New Year Lunar New Year films.",0.699999988,-0.899999976
"烂片中的战斗机，最后一场戏做作十足，冯导演估计还觉得自己机智了一把，不过就抖了个相当恶俗的机灵，说俗都觉得在表扬你。","Lost films in the fighter, the final scene full of make, director Feng also think they have a witty, but shaking a rather vulgar clever, vulgar feel in praise you.",0.699999988,-0.699999988
"烂片有时候不需要解释","Bad films sometimes do not need to explain",0.600000024,-0.600000024
"烂片票房高，要考虑到相亲的谈恋爱的男女吃饱饭后去黑漆漆的影院捧个爆米花端着热饮温存的一种腔调。","Bad box office high, to take into account the love of men and women blind date after dinner to a dark theater holding a popcorn holding a warm tone of accent.",0.699999988,-0.699999988
"煽情的莫名其妙 最后那段什么乱七八糟啊","Sensational baffling what last mess ah",-0.800000012,0.699999988
